# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q2G209	OTHER	0.004121	0.995879	
Q2G211	OTHER	0.001834	0.998166	
Q2G215	OTHER	0.006114	0.993886	
Q2G216	OTHER	0.012661	0.987339	
Q2G217	OTHER	0.002655	0.997345	
Q2G220	OTHER	0.002872	0.997128	
Q2G221	OTHER	0.005452	0.994548	
Q2G225	OTHER	0.014933	0.985067	
Q2G229	OTHER	0.001369	0.998631	
Q2G231	OTHER	0.001976	0.998024	
Q2G232	OTHER	0.000525	0.999475	
Q2G237	OTHER	0.021164	0.978836	
Q2G240	OTHER	0.000469	0.999531	
Q2G242	OTHER	0.097131	0.902869	
Q2G244	OTHER	0.015386	0.984614	
Q2G245	OTHER	0.000262	0.999738	
Q2G246	OTHER	0.039210	0.960790	
Q2G247	OTHER	0.027503	0.972497	
Q2G248	OTHER	0.000384	0.999616	
Q2G249	OTHER	0.004144	0.995856	
Q2G250	OTHER	0.005509	0.994491	
Q2G251	OTHER	0.049875	0.950125	
Q2G254	OTHER	0.000399	0.999601	
Q2G255	OTHER	0.005832	0.994168	
Q2G257	SP(Sec/SPI)	0.962792	0.037208	CS pos: 15-16. LWA-QH. Pr: 0.5357
Q2G259	OTHER	0.003312	0.996688	
Q2G260	SP(Sec/SPI)	0.919945	0.080055	CS pos: 28-29. AHA-DT. Pr: 0.6769
Q2G262	OTHER	0.001566	0.998434	
Q2G263	OTHER	0.000529	0.999471	
Q2G264	SP(Sec/SPI)	0.982701	0.017299	CS pos: 22-23. SFG-GN. Pr: 0.5125
Q2G265	OTHER	0.001351	0.998649	
Q2G267	OTHER	0.000658	0.999342	
Q2G269	OTHER	0.000940	0.999060	
Q2G270	OTHER	0.000520	0.999480	
Q2G276	OTHER	0.001489	0.998511	
Q2G277	OTHER	0.001075	0.998925	
Q2G279	OTHER	0.008171	0.991829	
Q2G281	OTHER	0.001771	0.998229	
Q2G284	OTHER	0.007330	0.992670	
Q2G285	OTHER	0.002298	0.997702	
Q2G287	OTHER	0.001136	0.998864	
Q2G288	OTHER	0.080191	0.919809	
Q2G289	OTHER	0.000856	0.999144	
Q2G290	OTHER	0.002862	0.997138	
Q2G291	OTHER	0.094703	0.905297	
Q2G293	OTHER	0.000296	0.999704	
Q2G295	OTHER	0.001247	0.998753	
Q2G299	OTHER	0.000364	0.999636	
Q2G2A0	OTHER	0.000995	0.999005	
Q2G2A2	OTHER	0.000219	0.999781	
Q2G2A6	OTHER	0.000746	0.999254	
Q2G2A8	SP(Sec/SPI)	0.535485	0.464515	CS pos: 22-23. TLS-HW. Pr: 0.3812
Q2G2A9	OTHER	0.006399	0.993601	
Q2G2B0	OTHER	0.002108	0.997892	
Q2G2B3	OTHER	0.002018	0.997982	
Q2G2B4	OTHER	0.000457	0.999543	
Q2G2B5	OTHER	0.007591	0.992409	
Q2G2B6	OTHER	0.347040	0.652960	
Q2G2B7	OTHER	0.000702	0.999298	
Q2G2B8	OTHER	0.000859	0.999141	
Q2G2C3	OTHER	0.000286	0.999714	
Q2G2C5	OTHER	0.001832	0.998168	
Q2G2C6	OTHER	0.003365	0.996635	
Q2G2C7	OTHER	0.002111	0.997889	
Q2G2C8	OTHER	0.000954	0.999046	
Q2G2C9	OTHER	0.006726	0.993274	
Q2G2D1	OTHER	0.000405	0.999595	
Q2G2D6	OTHER	0.008272	0.991728	
Q2G2D7	OTHER	0.000647	0.999353	
Q2G2E2	OTHER	0.373600	0.626400	
Q2G2E3	OTHER	0.011637	0.988363	
Q2G2E6	OTHER	0.010543	0.989457	
Q2G2E7	OTHER	0.051795	0.948205	
Q2G2E8	OTHER	0.000520	0.999480	
Q2G2E9	OTHER	0.000200	0.999800	
Q2G2F0	OTHER	0.000588	0.999412	
Q2G2F1	OTHER	0.000780	0.999220	
Q2G2F2	OTHER	0.000427	0.999573	
Q2G2F7	OTHER	0.008395	0.991605	
Q2G2F9	OTHER	0.002651	0.997349	
Q2G2G0	SP(Sec/SPI)	0.887068	0.112932	CS pos: 21-22. GAC-GN. Pr: 0.2184
Q2G2G1	SP(Sec/SPI)	0.667954	0.332046	CS pos: 17-18. GSG-IV. Pr: 0.3702
Q2G2G4	OTHER	0.001504	0.998496	
Q2G2G5	OTHER	0.009489	0.990511	
Q2G2G6	OTHER	0.001094	0.998906	
Q2G2G7	OTHER	0.000827	0.999173	
Q2G2H0	OTHER	0.000466	0.999534	
Q2G2H1	OTHER	0.000548	0.999452	
Q2G2H3	OTHER	0.000915	0.999085	
Q2G2I0	OTHER	0.014349	0.985651	
Q2G2I2	OTHER	0.005625	0.994375	
Q2G2I4	OTHER	0.000929	0.999071	
Q2G2I5	SP(Sec/SPI)	0.698139	0.301861	CS pos: 19-20. VTG-VA. Pr: 0.3507
Q2G2I6	OTHER	0.002326	0.997674	
Q2G2I7	OTHER	0.054176	0.945824	
Q2G2I8	OTHER	0.008791	0.991209	
Q2G2I9	OTHER	0.011615	0.988385	
Q2G2J1	OTHER	0.000630	0.999370	
Q2G2J3	OTHER	0.003337	0.996663	
Q2G2J4	OTHER	0.000944	0.999056	
Q2G2J6	OTHER	0.000867	0.999133	
Q2G2J7	OTHER	0.000268	0.999732	
Q2G2J8	OTHER	0.000552	0.999448	
Q2G2J9	OTHER	0.000217	0.999783	
Q2G2K0	OTHER	0.001338	0.998662	
Q2G2K1	OTHER	0.000454	0.999546	
Q2G2K2	OTHER	0.002489	0.997511	
Q2G2K3	OTHER	0.001151	0.998849	
Q2G2K4	OTHER	0.000772	0.999228	
Q2G2K9	OTHER	0.012550	0.987450	
Q2G2L2	OTHER	0.000968	0.999032	
Q2G2L4	OTHER	0.000758	0.999242	
Q2G2L5	OTHER	0.006597	0.993403	
Q2G2L6	OTHER	0.000387	0.999613	
Q2G2L7	OTHER	0.000572	0.999428	
Q2G2L8	OTHER	0.000429	0.999571	
Q2G2M0	OTHER	0.000599	0.999401	
Q2G2M5	OTHER	0.000930	0.999070	
Q2G2N0	OTHER	0.011951	0.988049	
Q2G2N1	OTHER	0.003075	0.996925	
Q2G2N2	OTHER	0.000155	0.999845	
Q2G2N3	OTHER	0.001719	0.998281	
Q2G2N5	OTHER	0.000279	0.999721	
Q2G2N6	OTHER	0.000286	0.999714	
Q2G2N7	OTHER	0.000235	0.999765	
Q2G2N8	OTHER	0.047577	0.952423	
Q2G2N9	OTHER	0.000640	0.999360	
Q2G2P0	OTHER	0.000879	0.999121	
Q2G2P1	OTHER	0.001096	0.998904	
Q2G2P3	OTHER	0.330915	0.669085	
Q2G2P4	OTHER	0.000297	0.999703	
Q2G2P6	OTHER	0.001542	0.998458	
Q2G2Q5	OTHER	0.000937	0.999063	
Q2G2Q6	OTHER	0.001194	0.998806	
Q2G2Q7	OTHER	0.001140	0.998860	
Q2G2Q8	OTHER	0.000583	0.999417	
Q2G2Q9	OTHER	0.000831	0.999169	
Q2G2R6	OTHER	0.001141	0.998859	
Q2G2R7	OTHER	0.000986	0.999014	
Q2G2R9	OTHER	0.001450	0.998550	
Q2G2S2	OTHER	0.000395	0.999605	
Q2G2S3	OTHER	0.000273	0.999727	
Q2G2S4	OTHER	0.000291	0.999709	
Q2G2S5	OTHER	0.000372	0.999628	
Q2G2S7	OTHER	0.000612	0.999388	
Q2G2S8	OTHER	0.001289	0.998711	
Q2G2S9	OTHER	0.000594	0.999406	
Q2G2T0	SP(Sec/SPI)	0.571459	0.428541	CS pos: 21-22. VVA-LQ. Pr: 0.1662
Q2G2T1	OTHER	0.000824	0.999176	
Q2G2T2	OTHER	0.001507	0.998493	
Q2G2T4	OTHER	0.001349	0.998651	
Q2G2T5	OTHER	0.010748	0.989252	
Q2G2T7	OTHER	0.002067	0.997933	
Q2G2T9	OTHER	0.382359	0.617641	
Q2G2U2	OTHER	0.108951	0.891049	
Q2G2U3	OTHER	0.012144	0.987856	
Q2G2U5	OTHER	0.005983	0.994017	
Q2G2U7	OTHER	0.002356	0.997644	
Q2G2V0	OTHER	0.000432	0.999568	
Q2G2V1	OTHER	0.000420	0.999580	
Q2G2V5	OTHER	0.000373	0.999627	
Q2G2V6	OTHER	0.000714	0.999286	
Q2G2V7	OTHER	0.001162	0.998838	
Q2G2V8	OTHER	0.000480	0.999520	
Q2G2V9	OTHER	0.415972	0.584028	
Q2G2W2	OTHER	0.000502	0.999498	
Q2G2W3	OTHER	0.000194	0.999806	
Q2G2W4	OTHER	0.001394	0.998606	
Q2G2W5	OTHER	0.244379	0.755621	
Q2G2W6	OTHER	0.000189	0.999811	
Q2G2W7	OTHER	0.001150	0.998850	
Q2G2W8	OTHER	0.000452	0.999548	
Q2G2W9	OTHER	0.000293	0.999707	
Q2G2X0	OTHER	0.000359	0.999641	
Q2G2X8	SP(Sec/SPI)	0.955488	0.044512	CS pos: 22-23. VFT-AE. Pr: 0.5154
Q2G2X9	SP(Sec/SPI)	0.920319	0.079681	CS pos: 19-20. TTS-VM. Pr: 0.2477
Q2G2Y1	OTHER	0.002114	0.997886	
Q2G2Y2	OTHER	0.000766	0.999234	
Q2G2Y3	OTHER	0.000550	0.999450	
Q2G2Y4	OTHER	0.003874	0.996126	
Q2G2Y5	SP(Sec/SPI)	0.993287	0.006713	CS pos: 21-22. CGA-NQ. Pr: 0.6118
Q2G2Y6	SP(Sec/SPI)	0.987954	0.012046	CS pos: 18-19. CST-NN. Pr: 0.4834
